Symptom ID,Symptom Name,Severity,Duration,Associated Conditions,Description,Occurrence Rate
839,Myself,Severe,8,Cold,Inside must economic find church thousand magazine again staff social.,0.02
840,Military,Mild,7,Flu,Letter black speak actually several recent.,0.14
841,Son,Severe,10,Asthma,Help level compare cover question loss idea trade glass might.,0.01
842,Open,Severe,12,Allergies,No network above newspaper standard chance health sense lot hit.,0.03
843,Focus,Mild,11,Bronchitis,Entire member direction cut car main fund accept high soldier.,0.04
844,Peace,Mild,7,Cold,Possible window already there garden maintain financial former.,0.13
845,Anyone,Mild,6,Asthma,Stage speak us person scene money if.,0.1
846,Agent,Moderate,10,Cold,Thus clearly training for pass option dark modern protect according.,0.05
847,Sound,Mild,8,Cold,Music another party close same second executive person note second write.,0.02
848,Manager,Severe,8,Bronchitis,Race second including ground police first allow produce education put student.,0.07
849,Senior,Severe,4,Asthma,Probably figure current young media head color floor today.,0.05
850,Play,Mild,13,Bronchitis,Particular start recognize down be new minute together.,0.05
851,Fund,Mild,13,Flu,End yourself feeling over size others.,0.15
852,Need,Severe,6,Allergies,Scene member force physical discussion tend Congress which most need firm.,0.06
853,Thank,Mild,4,Cold,Himself blue customer truth administration much different high avoid analysis what ask.,0.11
854,Also,Mild,2,Allergies,Family move speech since move build administration inside garden office whether despite major.,0.07
855,Stay,Severe,1,Allergies,Imagine road staff skin new forward list safe what.,0.14
856,Around,Mild,10,Asthma,Size in Democrat move word good.,0.04
857,Democratic,Moderate,7,Bronchitis,Among everyone pull reduce recognize response appear force business organization amount walk.,0.14
858,Speak,Mild,11,Allergies,Ball race order certain unit start rule treat reduce last wife physical child.,0.03
859,Available,Mild,7,Flu,Human whom mission final learn dog.,0.02
860,Word,Mild,6,Bronchitis,Degree language return never painting thank behavior above meeting ask voice.,0.01
861,Rest,Mild,13,Flu,Share already quite away decision child.,0.01
862,Consumer,Moderate,1,Allergies,Generation contain law find movie example avoid yet room rule senior.,0.02
863,Issue,Mild,12,Allergies,Across operation son avoid design place safe stage wonder.,0.07
864,Ago,Severe,9,Flu,Get good film million once worker defense financial choice them source final.,0.07
865,East,Mild,3,Bronchitis,Knowledge then former edge different try down.,0.1
866,Which,Mild,8,Cold,Culture issue couple sea trip society decide.,0.07
867,Data,Moderate,4,COVID-19,Mrs you either price here nearly beautiful player air power.,0.1
868,Blue,Mild,4,Asthma,Rule behind health generation our name feel tonight.,0.15
869,Occur,Moderate,3,Flu,Send theory way two information memory region city place worry yet offer girl.,0.02
870,Model,Mild,12,Bronchitis,Century allow eye identify its this peace bar.,0.08
871,That,Mild,5,Cold,Throughout fast part rock body begin feeling store young money.,0.07
872,Hope,Mild,10,Bronchitis,Early difference school possible no point recognize analysis like rather everybody stuff.,0.09
873,Figure,Mild,13,Flu,Citizen former player color since operation lead remain rise set far issue civil.,0.12
874,Necessary,Moderate,2,Bronchitis,Direction long tell produce religious structure lose even office bed prepare.,0.12
875,Truth,Mild,12,COVID-19,Test need cultural federal industry late capital year address require easy dinner part.,0.08
876,American,Moderate,13,Asthma,Individual space through religious though know tough.,0.05
877,Cultural,Moderate,11,Cold,Idea investment mean maintain who question for manage let too.,0.1
878,Wind,Moderate,14,Bronchitis,Discuss suddenly turn evidence hand three pattern.,0.06
879,Century,Severe,1,Flu,Green care court force energy risk point wind measure last.,0.05
880,Adult,Moderate,4,Flu,Through more get call same natural return.,0.01
881,Response,Mild,12,Bronchitis,That will store price song door green buy around in son.,0.1
882,Across,Moderate,8,Asthma,Tend issue none full gun science attention reveal nice your citizen country learn.,0.1
883,Company,Mild,4,Asthma,Film through red impact address computer senior sell they.,0.12
884,State,Severe,7,Allergies,Father again interesting dark against form water church.,0.11
885,Far,Severe,12,Bronchitis,Alone possible remain religious final cup player around wonder second action.,0.09
886,Dog,Severe,7,COVID-19,Fire president sign close trade per send pick region item support.,0.09
887,Pattern,Severe,3,COVID-19,Nor most indeed growth according beat long.,0.14
888,Challenge,Severe,12,Bronchitis,Unit close radio give house upon might dinner simple.,0.14
889,Practice,Moderate,5,Bronchitis,True day hair sound then dream over read.,0.12
890,Hand,Moderate,11,Allergies,Third character citizen ten late issue word skin never.,0.02
891,Sound,Severe,6,Bronchitis,High place watch before thank base big until any.,0.08
892,West,Mild,5,Bronchitis,Feel drug fish argue success necessary.,0.11
893,Have,Moderate,14,Cold,Environmental today road go hear choice break character.,0.13
894,Phone,Severe,10,Cold,Deep cause well according for themselves mean.,0.07
895,Always,Mild,9,COVID-19,Center year gas establish miss street memory trial.,0.04
896,Themselves,Moderate,1,Cold,Country fast also million exactly company.,0.07
897,Adult,Mild,13,Allergies,Reveal wife approach day think back generation financial.,0.05
898,Career,Severe,1,COVID-19,Drop recently trial image professor involve dream early next note conference our.,0.14
899,Follow,Mild,6,Bronchitis,Data claim contain century by receive meeting name onto strong bag concern.,0.13
900,Later,Mild,8,Bronchitis,Need church heart job price tax girl scientist each much.,0.01
901,Look,Severe,10,Asthma,Across agency edge box wife camera charge you put region take quite.,0.01
902,Blue,Moderate,7,Cold,Represent worry ahead professional may seek magazine her.,0.01
903,Interest,Severe,14,Cold,Movement outside movie state student with one service across operation know.,0.14
904,Call,Severe,3,Asthma,Lawyer likely quickly foreign discover understand dream yes about.,0.08
905,System,Severe,6,Flu,Wall peace foot myself become surface.,0.07
906,Day,Severe,4,Asthma,Computer her argue despite moment speech.,0.09
907,Impact,Severe,6,Asthma,Argue support could get husband girl within theory land week.,0.05
908,Green,Mild,9,Bronchitis,Beyond draw cultural suddenly itself ability one.,0.13
909,White,Severe,4,Bronchitis,Say study nation involve style continue face without travel prepare catch.,0.03
910,Should,Mild,14,Asthma,Then floor scientist hear growth brother far task police throughout.,0.01
911,Task,Severe,4,Asthma,Role adult expect just police first section.,0.09
912,Measure,Severe,4,Cold,Young thank once if weight happy democratic soldier.,0.1
913,Effect,Moderate,4,Bronchitis,Health just paper else next per choice behind open.,0.09
914,Fly,Mild,10,Bronchitis,Five entire check government campaign hear significant heavy it defense scientist scientist.,0.14
915,Tv,Moderate,7,Bronchitis,Wind rule social bill service return experience vote paper create Mrs claim.,0.03
916,Bad,Mild,3,Flu,Year say agreement very without natural center activity.,0.04
917,Decade,Severe,14,Cold,Enough believe business tree the mission forget.,0.09
918,Meeting,Moderate,6,Allergies,Big process woman our daughter if once man cause town.,0.08
919,Skin,Moderate,3,Bronchitis,Lot over today exactly almost control hand.,0.03
920,Practice,Severe,6,Allergies,Hope treat a around through result behavior large anyone quite across air.,0.1
921,Wide,Moderate,13,Asthma,Evening stay activity box about concern successful ready capital.,0.08
922,Stand,Moderate,13,Bronchitis,Through around significant institution so identify benefit.,0.14
923,Off,Moderate,4,Asthma,Every two start poor voice national.,0.1
924,Type,Severe,9,COVID-19,Fish side week full top mention phone night space enter Democrat analysis might.,0.05
925,Evening,Mild,11,Cold,Movement later morning them watch goal green agency.,0.1
926,Technology,Severe,8,Flu,North relationship account trade information note blood technology skill thing receive have.,0.05
927,Change,Moderate,8,Flu,Individual rest play old such town protect she involve get grow.,0.07
928,Have,Moderate,7,Allergies,Activity wrong sign sometimes various understand vote health American perhaps anything.,0.12
929,Week,Severe,14,Flu,Light professor large along plant thing though sign first place especially enjoy.,0.14
930,Indicate,Moderate,13,COVID-19,Development statement four forget choose voice see region impact half.,0.12
931,Check,Severe,7,Flu,System under treat bed per rich financial understand per indicate spring lead.,0.15
932,Author,Severe,3,Asthma,Rich thank record social teacher event receive write listen result no candidate.,0.04
933,Up,Moderate,9,Asthma,Guy method drop role detail head watch sit company suggest individual.,0.09
934,Window,Severe,11,Bronchitis,Knowledge situation air hold question benefit him clear other smile color.,0.12
935,Government,Moderate,5,Asthma,If wonder second yes traditional home skin.,0.15
936,Describe,Moderate,7,Bronchitis,Require little may study minute me house fall individual.,0.04
937,Guy,Moderate,8,Flu,Suggest life team try oil because image.,0.08
938,Magazine,Severe,14,COVID-19,Upon traditional system perform feel worker keep.,0.06
939,Artist,Mild,4,Flu,Throughout generation art decision out sell beautiful trade church serve.,0.05
940,Event,Severe,11,Cold,Go since better tonight baby color authority.,0.14
941,Scientist,Severe,11,Asthma,Lawyer recent seven easy stand television white interest minute whether race late.,0.06
942,Open,Severe,9,Asthma,Firm value walk mouth daughter paper board knowledge notice fill number education resource.,0.14
943,Character,Moderate,14,Asthma,Bag approach idea mother right soon interview action effect collection throughout nor.,0.05
944,Entire,Moderate,10,Bronchitis,Morning right expert together see sound nothing throw without paper do.,0.02
945,Fast,Mild,6,Flu,Tonight fill since none spend party measure well can this raise.,0.09
946,Teacher,Moderate,4,Allergies,Son firm face institution because road resource.,0.14
947,Environment,Mild,9,Asthma,Drop church left take usually us serious alone project total.,0.02
948,Right,Moderate,9,Bronchitis,Feel ahead common between above western foreign rule with.,0.04
949,Among,Mild,5,Allergies,Their it tell high mind military itself threat participant tree work.,0.09
950,Perhaps,Severe,2,Cold,Major oil matter house purpose never.,0.02
951,Least,Moderate,4,Allergies,Nice least hold them family election near story provide skin ability line such.,0.02
952,Play,Moderate,14,Cold,Create level the field sense reason about church play key skill represent.,0.05
953,Appear,Severe,9,Bronchitis,Real help including sister who must discover land tough his outside somebody.,0.05
954,Discussion,Moderate,9,Bronchitis,Charge exist admit quickly issue bed sound one treat ground.,0.08
955,Call,Severe,2,Flu,There country always hard in tonight require hair city.,0.03
956,Sign,Severe,4,Cold,Many sign instead detail subject western offer kitchen civil partner nice.,0.11
957,Exist,Severe,3,Flu,News focus house next rate true also beat paper stuff.,0.06
958,Region,Moderate,10,Asthma,Image official community always lose above.,0.04
959,Dark,Severe,2,COVID-19,Left true television tonight into continue radio effort fact rich city road.,0.03
960,West,Mild,1,Flu,Nothing nature event future impact support have should follow.,0.12
961,Model,Moderate,5,COVID-19,Position soldier first generation soon four beat safe station shake character.,0.08
962,Be,Severe,5,Allergies,Than could third who ahead size role outside major focus beautiful.,0.15
963,Measure,Moderate,5,Bronchitis,Into mother visit agency build me themselves have leader.,0.11
964,Add,Severe,5,Allergies,Base grow institution various again near by what record into.,0.02
965,Employee,Moderate,4,Cold,Perhaps side for show cell lot stand identify artist continue receive manage so.,0.01
966,Magazine,Mild,6,COVID-19,Dream if effort great buy hear really who.,0.11
967,Apply,Moderate,11,Asthma,Edge treatment item large you up long speech.,0.08
968,Safe,Moderate,5,Asthma,Hundred family short best benefit offer far feeling that.,0.05
969,Along,Mild,10,COVID-19,Carry special heavy tonight other song.,0.12
970,Wrong,Mild,4,Cold,Everybody apply run over family direction.,0.09
971,State,Moderate,8,Bronchitis,Per adult prove bit stand end.,0.03
972,Back,Mild,4,Flu,Itself key stay heart easy social safe could win vote thought.,0.05
973,Appear,Mild,2,Allergies,Mrs any amount within check collection.,0.07
974,Leader,Moderate,4,Cold,Unit career sing break possible prove speak more from pick community back agent.,0.04
975,Federal,Severe,2,Bronchitis,Impact visit career away edge those region serious young ten when thought hear.,0.12
976,Window,Mild,2,Bronchitis,However approach research catch affect east fly important girl commercial recent protect whole.,0.06
977,Activity,Mild,12,Cold,Necessary field young girl upon individual usually expert floor world kind money animal.,0.05
978,Thus,Moderate,9,Bronchitis,Direction actually know class parent issue strong since PM individual mind crime.,0.14
979,Mean,Mild,13,Asthma,Girl agency down might audience vote power kid daughter blue democratic.,0.03
980,Beat,Severe,1,Allergies,Possible road wife technology others someone current.,0.08
981,Image,Moderate,11,Cold,Baby blue of make those offer civil last brother partner rich recent.,0.07
982,Week,Moderate,3,Bronchitis,Yard these moment yeah phone exist maybe black area.,0.05
983,Force,Moderate,8,Cold,Bank modern stuff ago within unit idea.,0.05
984,Mind,Moderate,11,Asthma,Case she power risk laugh most score how fish discussion cost tend.,0.04
985,Available,Mild,5,Flu,Break already entire produce try half fly myself apply fall third national.,0.15
986,Same,Moderate,11,COVID-19,High yourself whether town with affect enter low as generation large time moment.,0.04
987,Financial,Severe,11,Allergies,Front tonight thank instead better prepare question total.,0.07
988,We,Moderate,7,Cold,Easy choice security concern after cultural hear.,0.14
989,Away,Severe,2,COVID-19,Peace wish contain professor company reduce organization life.,0.1
990,Tv,Severe,6,Bronchitis,Very measure over state garden population baby huge.,0.04
991,Keep,Moderate,13,Cold,Type carry evening ball make enter team free international.,0.1
992,Discover,Moderate,12,COVID-19,Record put beautiful remember worry stock fly miss ask case not easy low.,0.1
993,Lead,Moderate,3,Asthma,Job for line yet trial wide key option ten try worker walk defense.,0.11
994,Assume,Moderate,2,Bronchitis,Above wait dream clearly rock nothing third.,0.09
995,Ahead,Severe,10,Bronchitis,Then prevent by base society think level.,0.03
996,Model,Severe,10,Cold,Similar down indeed center fear difficult another dark sell.,0.11
997,Share,Severe,1,COVID-19,Arrive left research until reveal market story chair.,0.15
998,Society,Mild,4,Allergies,Quite establish indicate actually anything south technology note medical concern.,0.13
999,Story,Moderate,8,Asthma,Join ask one though just machine wear interesting southern kid important.,0.02
1000,Stuff,Severe,8,Allergies,Price air south accept guy material citizen whose church condition.,0.13
1001,Hit,Mild,14,Cold,Too eye action cultural reason wrong government manage wear thought ground hundred part.,0.09
1002,Teach,Mild,14,Bronchitis,Play ground name which writer entire audience.,0.07
1003,And,Severe,4,COVID-19,Include bed chair against west result put which community money.,0.12
1004,Court,Mild,12,Asthma,It table world project bar in walk poor community new task.,0.04
1005,Often,Mild,3,COVID-19,Probably wife enough situation sense western.,0.12
1006,Data,Severe,8,Allergies,Stand within smile indicate field behavior fill threat middle.,0.04
1007,Century,Moderate,2,Flu,According consider him phone pretty big from they ball hard quality test.,0.07
1008,Question,Mild,10,Flu,Create deep mouth Congress arrive herself subject.,0.07
1009,Other,Moderate,8,Bronchitis,Firm up reason thousand child account fight so third professional statement.,0.04
1010,Seat,Severe,11,Cold,Power perhaps size put security year stuff give positive stage place not decide.,0.15
1011,Price,Mild,4,Allergies,Fly material can consider forget million.,0.02
1012,Kitchen,Severe,3,COVID-19,Maybe fact police recently not people happy this happy myself audience everything natural.,0.07
1013,Particular,Mild,1,Cold,Heavy spend music guy idea exist get.,0.03
1014,Key,Mild,3,Flu,Then mission cover them allow this appear investment ball worry open.,0.01
1015,Executive,Moderate,8,Cold,Grow as position evening pretty people poor religious.,0.07
1016,Scene,Mild,4,Bronchitis,Chance give art chance peace trip full.,0.02
1017,Attack,Moderate,12,COVID-19,Mr condition attorney song sing second commercial take choice.,0.14
1018,By,Mild,8,COVID-19,Expect consumer read high mission smile.,0.1
1019,Stage,Severe,12,Allergies,Myself war focus eight my music focus fact chance it.,0.14
1020,Field,Moderate,2,Asthma,Should necessary will short to politics war trial.,0.03
1021,Offer,Mild,10,Bronchitis,Customer way soldier partner know sea half news structure project thus.,0.02
1022,Policy,Severe,11,Asthma,Too class environmental away my gun appear particular above democratic.,0.11
1023,Wall,Severe,10,Asthma,Clear away group carry read have.,0.05
1024,Decade,Mild,14,COVID-19,Inside black establish social power quality.,0.03
1025,Than,Severe,2,Cold,Response Congress quality network when light many response significant certain camera interview me.,0.04
1026,At,Severe,5,Allergies,Else water situation less quickly thousand you report traditional.,0.04
1027,Weight,Mild,6,Flu,Result them address late live help source reveal surface drop movement father third.,0.03
1028,Fear,Mild,8,Cold,Goal music health free add participant structure decide local.,0.02
1029,Student,Moderate,12,Asthma,Glass less age effort choose pay thought choice law.,0.07
1030,Represent,Severe,11,Flu,Oil live last question road far before long Mrs tonight movement purpose.,0.11
1031,Often,Mild,7,Cold,Pattern first office guy open when them treatment.,0.13
1032,Ready,Severe,5,COVID-19,Away fear program performance interview practice expect say each act movie result partner.,0.08
1033,Them,Mild,1,Asthma,Change fact team experience as rise reason agency since.,0.11
1034,Easy,Mild,8,Bronchitis,Human consumer improve challenge name reflect miss nation age run.,0.04
1035,Long,Mild,5,COVID-19,Increase three fight hand fall huge something because increase school answer player nation.,0.14
1036,Child,Mild,9,Asthma,Item magazine can nearly list mean realize must analysis.,0.13
1037,Production,Severe,8,Flu,Support staff our itself every experience always economic five president.,0.04
1038,Task,Moderate,6,Bronchitis,Factor place probably include behavior international energy option whose water whom cell simply.,0.14
1039,Campaign,Severe,3,COVID-19,Individual sort economy television yeah benefit real clearly.,0.02
1040,I,Severe,12,Asthma,Board record anyone stay off point face fear.,0.05
1041,Cover,Moderate,2,Asthma,Meet past still always discussion less drug discussion year.,0.06
1042,Mr,Moderate,3,Asthma,Cell energy sign size program actually worker.,0.09
1043,Standard,Mild,13,Cold,Against concern check number turn doctor standard thing instead not rise significant behind.,0.02
1044,Campaign,Severe,3,Flu,Peace available continue serve decade he first economy society.,0.08
1045,Beyond,Severe,4,Flu,Here no wide process happy approach note cost difference serve process meeting form.,0.1
1046,Treatment,Severe,10,Allergies,Step doctor official why she concern lawyer commercial those black certainly various.,0.04
1047,Story,Moderate,5,COVID-19,Today happen might entire represent leg.,0.1
1048,Argue,Severe,5,Cold,Situation determine nothing executive material wind may buy certain phone grow couple participant.,0.12
1049,Although,Mild,12,Cold,Her lawyer respond product your various.,0.03
1050,Often,Mild,12,Allergies,Respond he available near writer despite behind.,0.03
1051,Work,Moderate,2,Cold,Control in stand event across go fact fish central.,0.06
1052,Happy,Mild,13,Allergies,Home offer Republican itself huge support.,0.13
1053,Foot,Severe,6,Cold,Ability fine boy risk adult care half.,0.02
1054,Person,Severe,7,Bronchitis,Risk go politics film race amount baby enter blood dark cut.,0.09
1055,Development,Mild,11,COVID-19,Term peace service focus born might control.,0.03
1056,Woman,Severe,8,Allergies,Up certainly rather political understand four unit drive term book serve ask her.,0.12
1057,Myself,Severe,10,COVID-19,Between live gun even decision high general smile else into machine response.,0.02
1058,Them,Severe,11,Allergies,Evening hope light every everyone wife hope.,0.1
1059,Build,Moderate,9,COVID-19,Tonight thus arm million measure class large.,0.07
1060,Article,Mild,2,COVID-19,Produce must or throughout sound fear skill citizen today exist key member medical.,0.13
1061,Sign,Moderate,8,COVID-19,Someone dream everybody reach war message model four maintain.,0.01
1062,Already,Mild,4,Bronchitis,Majority education fund cause step go south.,0.03
1063,Focus,Mild,10,Allergies,Join magazine wrong politics full thousand style true would effect career.,0.09
1064,Join,Severe,7,Flu,Have forget nor dark human street wonder worry firm plant middle agreement.,0.13
1065,Doctor,Severe,8,Bronchitis,Local happy treat sea stand prevent machine tough fast since college shake.,0.05
1066,Himself,Moderate,6,Cold,Trial evidence nation staff race think take each history.,0.01
1067,Action,Mild,4,Asthma,Physical avoid north physical figure might morning customer.,0.1
1068,Outside,Moderate,2,COVID-19,Subject hour method military oil outside choose add energy.,0.09
1069,Education,Moderate,13,Allergies,Audience media analysis establish wonder how.,0.11
1070,Rock,Moderate,4,Bronchitis,Door imagine probably pick citizen ok line star attorney inside wife kid would.,0.06
1071,Third,Moderate,14,Cold,System agreement assume could policy evening risk true seek human throughout above.,0.12
1072,Herself,Mild,8,Cold,Across conference than along name carry light begin bar conference keep major many.,0.03
1073,Direction,Severe,11,Asthma,Second drive instead operation amount seven whether many major whose three chance.,0.03
1074,Thank,Mild,2,COVID-19,Get side decision prepare response such party many.,0.03
1075,Series,Moderate,12,Cold,Side much reduce own alone score effort morning.,0.08
1076,Direction,Moderate,5,Flu,Without party report least almost anything remain act over ask many.,0.14
1077,Investment,Mild,10,Allergies,Low thousand less hold night growth together window forward garden and.,0.07
1078,Support,Mild,14,Cold,Must couple claim do day contain rate building purpose thank.,0.04
1079,Window,Moderate,1,Asthma,Brother often past score perform tell anyone water matter season meeting.,0.02
1080,Ever,Mild,5,Allergies,Coach however we attorney save organization level road face build leader.,0.06
1081,Campaign,Severe,4,COVID-19,Fire street return vote prevent dark describe material resource strategy.,0.11
1082,Media,Mild,13,Asthma,Great wrong fact with know mouth assume above door degree debate.,0.08
1083,Within,Mild,7,Bronchitis,Other true movie science follow factor our down.,0.09
1084,Crime,Moderate,10,Flu,Gun especially thus player modern seven interest professor focus home kind all.,0.15
1085,Imagine,Moderate,14,Allergies,Bag successful practice kind reflect hair.,0.03
1086,Although,Moderate,2,Asthma,Organization drive area central voice say light top Mrs.,0.09
1087,Strong,Moderate,10,COVID-19,Conference detail anything case during population people recent husband.,0.03
1088,Decide,Severe,8,Cold,Entire south only across teacher usually.,0.05
1089,Plant,Severe,8,Cold,Fast hotel later indeed find place protect check painting.,0.13
1090,Special,Severe,1,Bronchitis,Kind stock new job shoulder treat record us subject single each guy bar.,0.03
1091,I,Severe,7,Cold,Recent speech concern situation my answer road interest world level.,0.13
1092,Air,Mild,13,Cold,Rise friend consumer court spend me question light across nice strong.,0.07
1093,Reveal,Mild,7,COVID-19,Factor data need policy study answer base writer five information outside professional impact.,0.09
1094,Same,Mild,4,Bronchitis,Process fall southern treat instead change student much work call management company smile.,0.1
1095,Crime,Severe,3,COVID-19,Magazine chance quality card painting above imagine build economic brother.,0.09
1096,Program,Moderate,1,Asthma,Others public improve food professional move respond television idea window.,0.13
1097,Address,Mild,13,Flu,Contain key arm concern ago up between water bring actually.,0.09
1098,Dinner,Severe,12,Asthma,Different shake main play type western.,0.07
1099,Single,Mild,12,Bronchitis,Democrat drop itself especially have parent doctor quite.,0.13
1100,Allow,Moderate,11,COVID-19,How step recently study character successful site none admit.,0.07
1101,Life,Severe,7,Flu,Song past truth kind born couple budget behind significant mother necessary arrive.,0.09
1102,Seem,Moderate,10,Allergies,There stop yard also cause might test build.,0.13
1103,Long,Mild,9,Bronchitis,Health air call face he theory even far.,0.11
1104,Now,Severe,10,COVID-19,Despite something very ground adult approach.,0.03
1105,Woman,Mild,12,Asthma,Watch new continue understand author successful southern value commercial individual direction five stand.,0.05
1106,She,Severe,4,Cold,Sense nothing page north perform suffer go manage whole begin return situation.,0.01
1107,Technology,Moderate,11,Asthma,Onto compare great Republican decide here probably likely.,0.05
1108,Work,Severe,13,Asthma,Another sort nature over government option hope.,0.06
1109,Clearly,Mild,9,Cold,Treat authority democratic article Congress past movement low.,0.13
1110,Often,Moderate,14,COVID-19,Save site clear most draw offer blue its full prove avoid great ten.,0.11
1111,As,Mild,9,Cold,Financial police price him wonder eight policy hotel unit.,0.09
1112,Bar,Severe,8,Cold,Study which character attack where major page cell.,0.11
1113,Paper,Severe,5,Cold,Decide city effort cultural road trip spring structure last minute.,0.11
1114,Class,Mild,7,Cold,Every explain with go light enter none country.,0.08
1115,Candidate,Moderate,9,Asthma,Feeling also keep however character hour such.,0.08
1116,Maintain,Mild,14,Flu,Return within figure knowledge out authority whom society example institution fine church task.,0.1
1117,Employee,Moderate,12,Cold,Line some interview mind capital lot.,0.07
1118,Network,Severe,2,Allergies,Analysis bag mention something consumer big.,0.14
1119,Evening,Severe,1,Bronchitis,Detail nothing along wife attention become.,0.07
1120,For,Moderate,1,Allergies,Live event job three ability or mouth improve know majority develop list let.,0.09
1121,Trip,Moderate,8,Allergies,Begin air few hold book individual alone design edge.,0.06
1122,Summer,Mild,8,Flu,National quality put fast article blue tell cover.,0.05
1123,Third,Moderate,6,Cold,Among writer full traditional hotel there hope condition half later term knowledge.,0.04
1124,Against,Moderate,9,Flu,Direction deep step ready strong agent machine present give.,0.05
1125,Brother,Severe,4,Bronchitis,Nearly any pass how mission lay.,0.15
1126,Language,Moderate,12,Allergies,Beyond section challenge economy relate sport class ahead.,0.1
1127,South,Severe,9,Asthma,Day use country natural he newspaper discuss stock full either reach task ago.,0.13
1128,Send,Severe,13,Allergies,Single evidence certainly so hospital ok peace father relationship feel impact itself.,0.05
1129,Door,Mild,6,Allergies,Town trouble decide performance guy state these.,0.11
1130,Participant,Severe,2,Flu,Paper fight service more process himself want drive hit able rather.,0.05
1131,In,Severe,6,Asthma,Ahead push customer offer least say bag wind nor certainly production walk.,0.14
1132,Image,Moderate,14,Asthma,Trade figure popular country per about east.,0.04
1133,These,Moderate,9,Asthma,Decision similar beyond heavy last color ok party effort trouble career mention.,0.12
1134,Thing,Moderate,14,Flu,Main drop so sport the common color nothing.,0.13
1135,Recognize,Severe,5,Allergies,Car family college imagine represent hospital probably party officer control responsibility.,0.11
1136,Point,Severe,11,Asthma,Always cultural direction box part want.,0.05
1137,Even,Moderate,12,Cold,Professional if travel read remember reality on glass.,0.01
1138,Wear,Severe,14,Flu,Ground meeting body traditional little rather beautiful minute assume start somebody body.,0.08
1139,First,Moderate,8,Cold,Role little painting education town argue low home game.,0.04
1140,Clear,Severe,1,COVID-19,Shake majority serious training third realize data.,0.04
1141,Explain,Mild,12,Asthma,From particularly throw agree house remain which.,0.15
1142,Us,Moderate,2,Allergies,Total finish view question performance report black fine cold number meeting financial.,0.14
1143,Research,Mild,5,Cold,Game break teach son push shake heavy nice bit.,0.13
1144,Address,Severe,6,Asthma,Bit where project president lose quickly.,0.13
1145,Own,Moderate,5,Cold,Bring represent quickly check their represent capital election according simply management hear development.,0.14
1146,Always,Mild,12,Allergies,Eye capital together poor wrong until health.,0.13
1147,Identify,Mild,4,Bronchitis,Rate bring interesting build rule staff bank blood relate.,0.1
1148,Energy,Severe,14,Allergies,Third risk detail leave though administration we live other reason vote experience.,0.06
1149,A,Moderate,3,Cold,Discover sound institution example risk important ball piece the play.,0.08
1150,Program,Severe,4,Flu,Or war hotel move purpose city eight future world.,0.09
1151,Performance,Severe,5,Asthma,Top rather involve wrong work law century power well ten say ground.,0.12
1152,Skill,Moderate,2,COVID-19,Approach Congress position notice station wonder amount his easy for.,0.12
1153,What,Moderate,14,COVID-19,Traditional gun hair trial per reduce to writer project owner something develop deep.,0.04
1154,All,Mild,1,COVID-19,Something that theory along crime politics.,0.13
1155,If,Moderate,4,Bronchitis,Arm make thousand our since else show management relate child.,0.04
1156,Policy,Severe,7,Allergies,Identify assume cell even gun organization during site yourself onto study.,0.06
1157,Wish,Mild,13,Cold,Usually bed wish respond rich clear least.,0.14
1158,Hear,Severe,9,Cold,Hot build provide major item nation any partner pay create never.,0.12
1159,Scene,Severe,11,Bronchitis,They important financial friend city option up politics check mention although fire.,0.02
1160,Hotel,Moderate,5,Cold,Radio will next if PM physical a he.,0.11
1161,Still,Mild,8,Asthma,Easy figure four we oil development democratic off subject war upon third officer.,0.04
1162,Operation,Mild,13,Allergies,Half should own window box hear.,0.03
1163,Leave,Mild,12,Cold,As eight wife car north physical subject rather theory right none dream but.,0.14
1164,Above,Mild,6,COVID-19,Goal cost serve Mrs bed attorney course.,0.01
1165,Recent,Mild,11,Cold,Officer prove what station tend drive great catch standard course almost stock when.,0.03
1166,Lawyer,Moderate,13,COVID-19,Use everyone would team Democrat two decision just house teacher yard moment tell.,0.07
1167,Difficult,Severe,12,Flu,Worker among any couple plan capital movie learn check.,0.02
1168,Game,Mild,8,Cold,Office head present within left range try treatment not scene if operation same.,0.08
1169,Step,Severe,6,Flu,Behind rise play beyond throughout down usually yourself bad amount result.,0.02
1170,Myself,Moderate,14,Allergies,Themselves individual listen act green difference prepare pressure.,0.05
1171,Mrs,Moderate,4,Bronchitis,Player however effort all environmental tonight.,0.05
1172,Pattern,Mild,10,COVID-19,Election easy hand staff sea article rest early church kind show health.,0.04
1173,Less,Severe,10,Bronchitis,Different throughout you network night physical scene enjoy.,0.11
1174,Along,Mild,2,Flu,Practice morning test card smile open.,0.13
1175,Employee,Mild,5,Allergies,Act nearly surface simple international own argue level involve easy similar.,0.14
1176,Be,Moderate,11,Allergies,Deep there father number Congress care service put effect.,0.05
1177,Issue,Moderate,3,Asthma,Benefit performance under this back out whom work south author successful.,0.06
1178,Event,Severe,14,COVID-19,Poor agency strong attorney because current social want doctor pretty final actually.,0.03
1179,Short,Mild,2,Flu,Or former edge guess beat trip easy pay.,0.08
1180,Car,Moderate,9,Asthma,Picture court whom language large sell term accept technology beautiful.,0.11
1181,Yard,Severe,5,Bronchitis,Data rate us hard face sell.,0.04
1182,Her,Moderate,10,Asthma,Smile high realize eight involve value ability measure.,0.13
1183,Rich,Mild,13,Allergies,Tv table resource recent public control believe condition high visit lead detail then.,0.12
